ticker,year
C3694,2024
C3695,2022
C3696,2019
C3698,2019
C3699,2017
C3700,2015
C3702,2016
C3706,2018
C3708,2016
C3709,2018
C3710,2019
C3711,2023
C3712,2015
C3713,2024
C3714,2016
C3715,2024
C3716,2016
C3717,2024
C3718,2018
C3719,2018
C3720,2018
C3721,2021
C3723,2018
C3724,2024
C3725,2020
C3726,2015
C3727,2015
C3728,2022
C3729,2021
C3730,2022
C3732,2015
C3733,2020
C3734,2021
C3735,2016
C3736,2023
C3737,2016
C3738,2018
C3739,2022
C3740,2016
C3741,2021
C3743,2022
C3744,2016
C3745,2016
C3746,2019
C3747,2015
C3748,2021
C3750,2015
C3753,2020
C3754,2022
C3756,2019
C3757,2024
C3758,2021
C3759,2017
C3761,2020
C3763,2015
C3764,2018
C3765,2022
C3767,2021
C3768,2022
C3769,2018
C3772,2016
C3773,2016
C3774,2019
C3775,2017
C3776,2022
C3779,2015
C3780,2023
C3781,2019
C3782,2024
C3783,2021
C3784,2023
C3785,2023
C3786,2024
C3787,2020
C3788,2015
C3789,2017
C3791,2018
C3793,2019
C3794,2017
C3795,2016
C3797,2022
C3798,2023
C3799,2016
C3800,2022
C3801,2019
C3802,2024
C3804,2020
C3805,2019
C3806,2022
C3808,2015
C3809,2017
C3811,2016
C3812,2022
C3813,2016
C3818,2017
C3819,2019
C3820,2022
C3821,2021
C3822,2019
C3824,2018
C3825,2023
C3826,2023
C3827,2017
C3828,2024
C3830,2016
C3831,2018
C3833,2016
C3834,2016
C3835,2020
C3836,2023
C3838,2017
C3839,2023
C3841,2020
C3842,2024
C3843,2020
C3844,2017
C3846,2022
C3847,2015
C3848,2015
C3849,2024
C3851,2020
C3852,2016
C3855,2024
C3856,2017
C3857,2024
C3858,2019
C3859,2019
C3860,2016
C3861,2023
C3862,2015
C3863,2020
C3864,2017
C3865,2023
C3866,2021
C3868,2017
C3869,2020
C3870,2024
C3874,2020
C3875,2022
C3876,2018
C3877,2017
C3878,2017
C3879,2020
C3880,2019
C3881,2021
C3883,2017
C3884,2020
C3886,2016
C3887,2017
C3889,2021
C3890,2017
C3891,2020
C3892,2019
C3893,2018
C3897,2020
C3899,2022
C3900,2021
C3901,2018
C3903,2020
C3905,2020
C3906,2022
C3909,2017
C3910,2017
C3911,2020
C3913,2019
C3914,2021
C3915,2021
C3916,2017
C3917,2021
C3918,2022
C3919,2015
C3920,2018
C3922,2021
C3923,2019
C3924,2016
C3925,2024
C3926,2018
C3927,2019
C3928,2023
C3929,2017
C3930,2019
C3931,2023
C3933,2020
C3934,2016
C3936,2019
C3938,2024
C3940,2018
C3942,2022
C3943,2019
C3945,2020
C3946,2019
C3947,2017
C3948,2021
C3949,2016
C3950,2016
C3951,2021
C3952,2021
C3953,2021
C3955,2019
C3956,2022
C3957,2016
C3958,2022
C3961,2020
C3962,2021
C3963,2016
C3965,2021
C3966,2016
C3967,2021
C3968,2018
C3970,2021
C3971,2016
C3972,2020
C3975,2019
C3976,2021
C3977,2016
C3978,2023
C3979,2017
C3980,2023
C3981,2021
C3982,2024
C3983,2020
C3984,2019
C3985,2022
C3986,2024
C3988,2017
C3990,2024
C3991,2024
C3992,2024
C3993,2016
C3994,2016
C3996,2021
C3998,2024
C3999,2019
C4000,2022
C4002,2024
C4003,2023
C4004,2016
C4005,2022
C4006,2021
C4007,2021
C4009,2018
C4010,2018
C4011,2017
C4012,2021
C4013,2023
C4014,2016
C4015,2017
C4016,2017
C4017,2016
C4018,2020
C4019,2023
C4021,2015
C4022,2024
C4023,2019
C4024,2015
C4025,2022
C4026,2017
C4027,2020
C4028,2017
C4029,2019
C4030,2016
C4031,2023
C4032,2020
C4034,2015
C4035,2021
C4036,2020
C4039,2021
C4040,2024
C4041,2023
C4043,2019
C4045,2021
C4046,2019
C4047,2018
C4048,2017
C4049,2020
C4051,2018
C4052,2020
C4054,2017
C4055,2016
C4058,2015
C4059,2023
C4061,2022
C4062,2015
C4063,2015
C4064,2023
C4065,2020
C4066,2023
C4068,2016
C4070,2021
C4072,2016
C4073,2019
C4074,2020
C4078,2017
C4082,2015
C4083,2018
C4084,2015
C4086,2020
C4088,2024
C4089,2021
C4090,2017
C4091,2020
C4094,2020
C4095,2022
C4096,2016
C4097,2017
C4101,2021
C4102,2020
C4106,2019
C4110,2022
C4111,2018
C4112,2022
C4113,2016
C4118,2015
C4119,2015
C4120,2022
C4121,2016
C4122,2021
C4123,2022
C4124,2017
C4125,2024
C4126,2015
C4128,2016
C4129,2015
C4130,2022
C4131,2016
C4132,2023
C4133,2022
C4136,2016
C4137,2019
C4138,2015
C4140,2022
C4142,2020
C4143,2019
C4144,2023
C4145,2018
C4146,2017
C4149,2022
C4150,2018
C4152,2021
C4154,2017
C4155,2017
C4158,2015
C4161,2017
C4162,2018
C4163,2019
C4165,2016
C4166,2018
C4167,2021
C4168,2020
C4169,2017
C4171,2016
C4173,2021
C4175,2021
C4176,2022
C4177,2021
C4179,2024
C4180,2017
C4181,2017
C4182,2022
C4184,2020
C4187,2021
C4188,2022
C4190,2023
C4191,2015
C4193,2018
C4195,2022
C4197,2015
C4198,2018
C4199,2015
C4200,2018
C4201,2015
C4202,2023
C4204,2021
C4205,2015
C4207,2020
C4208,2017
C4209,2017
C4210,2018
C4211,2017
C4212,2020
C4213,2020
C4216,2020
C4217,2015
C4218,2020
C4219,2020
C4223,2016
C4225,2018
C4227,2017
C4228,2021
C4229,2018
C4231,2016
C4233,2018
C4235,2020
C4236,2022
C4237,2020
C4238,2016
C4239,2017
C4241,2020
C4242,2019
C4244,2019
C4245,2015
C4246,2015
C4247,2023
C4248,2020
C4250,2021
C4253,2017
C4254,2015
C4255,2018
C4256,2022
C4257,2020
C4258,2016
C4259,2022
C4261,2018
C4265,2017
C4266,2024
C4268,2021
C4269,2021
C4270,2018
C4272,2017
C4273,2016
C4274,2015
C4275,2017
C4276,2021
C4278,2022
C4280,2021
C4281,2023
C4282,2019
C4284,2015
C4288,2020
C4289,2023
C4292,2018
C4294,2023
C4297,2021
C4298,2023
C4299,2015
C4301,2024
C4303,2016
C4305,2024
C4306,2023
C4309,2019
C4310,2024
C4312,2017
C4313,2020
C4314,2019
C4315,2021
C4316,2023
C4318,2016
C4319,2016
C4320,2023
C4321,2023
C4323,2023
C4324,2020
C4325,2020
C4326,2018
C4328,2019
C4331,2019
C4332,2020
C4333,2016
C4335,2020
C4336,2023
C4338,2015
C4339,2023
C4341,2015
C4342,2024
C4343,2023
C4344,2018
C4345,2020
C4346,2018
C4347,2023
C4348,2017
C4349,2021
C4353,2020
C4354,2018
C4356,2022
C4357,2022
C4358,2019
C4359,2015
C4360,2020
C4361,2017
C4363,2020
C4367,2018
C4369,2018
C4370,2022
C4371,2024
C4373,2022
C4376,2021
C4377,2016
C4378,2021
C4379,2024
C4381,2019
C4382,2019
C4383,2021
C4384,2024
C4387,2021
C4388,2020
C4389,2024
C4390,2022
C4391,2015
C4394,2020
C4395,2018
C4396,2018
C4397,2020
C4399,2019
C4400,2020
C4401,2017
C4402,2019
C4403,2020
C4405,2018
C4407,2023
C4408,2020
C4409,2019
C4410,2015
C4412,2021
C4413,2020
C4414,2017
C4415,2019
C4416,2018
C4417,2022
C4418,2019
C4419,2016
C4422,2017
C4423,2015
C4425,2016
C4426,2024
C4427,2023
C4428,2019
C4429,2019
C4430,2018
C4434,2021
C4436,2024
C4437,2019
C4438,2024
C4439,2019
C4440,2023
C4441,2021
C4442,2015
C4443,2021
C4444,2017
C4445,2022
C4446,2015
C4449,2018
C4450,2022
C4451,2021
C4452,2015
C4453,2022
C4454,2019
C4455,2023
C4456,2024
C4458,2020
C4459,2021
C4461,2022
C4462,2021
C4463,2016
C4465,2015
C4466,2018
C4467,2019
C4468,2024
C4469,2024
C4470,2017
C4472,2021
C4473,2024
C4478,2019
C4481,2016
C4482,2023
C4483,2019
C4484,2015
C4485,2022
C4487,2016
C4491,2023
C4492,2022
C4495,2015
C4496,2017
C4497,2019
C4498,2017
C4499,2017
C4500,2024
C4502,2019
C4503,2019
C4504,2022
C4505,2022
C4509,2021
C4510,2023
C4512,2022
C4514,2015
C4515,2018
C4517,2020
C4521,2024
C4524,2021
C4525,2015
C4526,2023
C4527,2017
C4529,2019
C4530,2021
C4531,2023
C4533,2024
C4535,2015
C4536,2024
C4537,2021
C4538,2017
C4539,2023
C4540,2023
C4541,2022
C4543,2023
C4545,2024
C4547,2016
C4549,2016
C4551,2022
C4552,2015
C4553,2016
C4554,2017
C4555,2016
C4556,2023
C4557,2022
C4558,2019
C4559,2023
C4560,2023
C4561,2019
C4563,2019
C4564,2024
C4565,2018
C4566,2023
C4569,2023
C4571,2016
C4573,2020
C4577,2023
C4579,2019
C4580,2019
C4581,2016
C4583,2019
C4584,2022
C4585,2022
C4586,2022
C4589,2024
C4590,2023
C4591,2019
C4592,2020
C4593,2019
C4594,2022
C4595,2018
C4596,2024
C4597,2017
C4598,2018
C4599,2019
C4600,2022
C4601,2020
C4605,2018
C4606,2016
C4609,2015
C4613,2018
C4614,2016
C4615,2016
C4617,2017
C4618,2020
C4619,2017
C4621,2015
C4622,2023
C4624,2018
C4625,2018
C4626,2016
C4628,2017
C4630,2018
C4631,2020
C4632,2019
C4633,2020
C4634,2020
C4635,2017
C4637,2019
C4638,2021
C4639,2020
C4640,2016
C4642,2020
C4643,2019
C4645,2016
C4646,2021
C4647,2021
C4648,2023
C4649,2019
C4650,2019
C4651,2022
C4652,2017
C4653,2017
C4654,2022
C4655,2015
C4656,2019
C4658,2018
C4659,2024
C4661,2015
C4662,2024
C4664,2022
C4665,2020
C4666,2022
C4667,2021
C4668,2024
C4669,2021
C4671,2016
C4673,2022
C4674,2024
C4675,2021
C4676,2021
C4678,2022
C4679,2021
C4681,2021
C4682,2016
C4683,2016
C4685,2024
C4687,2016
C4688,2024
C4689,2017
C4690,2019
C4691,2024
C4692,2018
C4693,2015
C4694,2016
C4696,2015
C4697,2015
C4700,2023
C4701,2015
C4704,2016
C4705,2020
C4706,2016
C4707,2018
C4708,2022
C4709,2021
C4710,2021
C4712,2020
C4713,2018
C4714,2015
C4718,2020
C4719,2017
C4720,2024
C4721,2023
C4723,2015
C4724,2020
C4725,2015
C4726,2022
C4727,2018
C4729,2020
C4731,2024
C4732,2019
C4733,2018
C4734,2017
C4738,2022
C4739,2023
C4740,2017
C4742,2020
C4744,2017
C4745,2018
C4746,2019
C4747,2019
C4749,2015
C4750,2015
C4751,2024
C4752,2020
C4753,2022
C4754,2017
C4755,2016
C4756,2020
C4757,2021
C4760,2016
C4762,2016
C4763,2018
C4764,2015
C4766,2019
C4767,2016
C4768,2018
C4769,2015
C4772,2021
C4773,2022
C4774,2017
C4775,2022
C4776,2020
C4777,2015
C4778,2020
C4779,2015
C4784,2017
C4786,2018
C4787,2023
C4789,2015
C4791,2021
C4792,2024
C4793,2022
C4794,2023
C4795,2019
C4796,2024
C4797,2017
C4798,2024
C4799,2016
C4800,2018
C4802,2024
C4804,2021
C4806,2018
C4807,2024
C4808,2018
C4810,2017
C4811,2015
C4812,2023
C4813,2022
C4814,2019
C4817,2022
C4819,2022
C4820,2017
C4821,2017
C4822,2018
C4823,2018
C4824,2020
C4825,2015
C4826,2017
C4828,2015
C4829,2024
C4830,2016
C4832,2016
C4833,2016
C4835,2015
C4836,2024
C4837,2021
C4838,2024
C4841,2020
C4846,2024
C4847,2015
C4848,2015
C4849,2024
C4850,2016
C4852,2020
C4854,2018
C4855,2021
C4856,2017
C4858,2019
C4859,2018
C4861,2017
C4862,2021
C4865,2020
C4866,2024
C4867,2022
C4869,2018
C4870,2015
C4871,2023
C4872,2023
C4873,2019
C4874,2024
C4875,2016
C4876,2024
C4877,2022
C4878,2020
C4879,2019
C4880,2024
C4882,2023
C4883,2022
C4884,2015
C4885,2019
C4889,2015
C4890,2023
C4891,2018
C4892,2016
C4893,2021
C4894,2016
C4895,2021
C4896,2018
C4897,2015
C4898,2024
C4899,2020
C4900,2024
C4902,2017
C4903,2022
C4904,2016
C4905,2015
C4907,2024
C4908,2016
C4909,2023
C4910,2022
C4911,2016
C4915,2016
C4916,2020
C4921,2022
C4922,2018
C4923,2015
C4924,2016
C4925,2016
C4926,2020
C4927,2020
C4929,2019
C4932,2017
C4933,2016
C4934,2021
C4936,2021
C4937,2024
C4938,2018
C4941,2021
C4942,2016
C4943,2015
C4944,2023
C4945,2017
C4946,2022
C4947,2023
C4951,2020
C4952,2023
C4953,2021
C4954,2019
C4955,2020
C4958,2017
C4959,2020
C4960,2017
C4961,2018
C4962,2018
C4963,2016
C4966,2016
C4968,2018
C4969,2017
C4971,2017
C4973,2022
C4974,2017
C4975,2023
C4979,2020
C4980,2019
C4981,2017
C4982,2015
C4984,2017
C4985,2022
C4986,2018
C4988,2023
C4989,2024
C4990,2021
C4992,2017
C4994,2023
C4995,2017
C4996,2021
C4997,2017
C4998,2020
C4999,2019
C5000,2023
C5001,2015
C5003,2022
C5004,2020
C5006,2024
C5007,2018
C5008,2024
C5009,2017
C5010,2018
C5012,2015
C5014,2019
C5015,2020
C5016,2016
C5018,2016
C5019,2023
C5020,2020
C5021,2024
C5022,2019
C5023,2023
C5024,2020
C5025,2019
C5028,2022
C5029,2019
C5030,2019
C5035,2020
C5036,2015
C5037,2017
C5038,2021
C5041,2019
C5043,2020
C5046,2017
C5048,2024
C5051,2022
C5052,2024
C5053,2022
C5054,2016
C5057,2016
C5058,2019
C5059,2023
C5062,2015
C5063,2018
C5064,2019
C5065,2017
C5068,2024
C5069,2023
C5073,2017
C5075,2015
C5076,2023
C5077,2016
C5078,2016
C5079,2023
C5080,2022
C5081,2015
C5083,2023
C5084,2018
C5085,2021
C5087,2018
C5088,2018
C5089,2015
C5090,2015
C5091,2019
C5092,2018
C5093,2018
C5096,2021
C5098,2016
C5099,2018
C5100,2021
C5101,2023
C5102,2015
C5103,2016
C5104,2023
C5105,2015
C5106,2024
C5107,2017
C5108,2020
C5109,2020
C5110,2021
C5111,2024
C5112,2021
C5117,2016
C5118,2023
C5119,2015
C5120,2017
C5121,2023
C5122,2020
C5123,2023
C5124,2018
C5128,2017
C5129,2018
C5130,2023
C5131,2017
C5132,2015
C5138,2015
C5140,2015
C5144,2022
C5145,2018
C5148,2018
C5149,2018
C5150,2018
C5151,2022
C5152,2021
C5153,2024
C5154,2020
C5155,2018
C5157,2020
C5158,2016
C5159,2018
C5161,2024
C5162,2021
C5163,2020
C5164,2024
C5166,2022
C5167,2019
C5168,2024
C5169,2018
C5170,2019
C5171,2016
C5172,2016
C5173,2021
C5175,2023
C5178,2022
C5179,2020
C5180,2021
C5181,2021
C5183,2021
C5184,2015
C5185,2024
C5186,2018
C5187,2023
C5188,2016
C5189,2017
C5190,2022
C5191,2020
C5192,2020
C5193,2016
C5194,2019
C5196,2020
C5197,2017
C5198,2017
C5199,2018
C5200,2018
C5201,2015
C5203,2016
C5204,2023
C5205,2015
C5206,2020
C5207,2022
C5209,2022
C5210,2019
C5211,2018
C5212,2024
C5214,2017
C5216,2024
C5217,2024
C5218,2016
C5219,2017
C5220,2020
C5221,2015
C5222,2017
C5223,2018
C5224,2017
C5225,2016
C5227,2021
C5228,2023
C5229,2015
C5231,2017
C5233,2024
C5234,2018
C5235,2021
C5237,2024
C5239,2022
C5240,2024
C5242,2019
C5243,2016
C5244,2015
C5246,2018
C5248,2023
C5250,2019
C5251,2023
C5252,2022
C5255,2015
C5256,2020
C5258,2016
C5260,2023
C5261,2019
C5262,2017
C5263,2019
C5265,2017
C5267,2020
C5270,2020
C5272,2015
C5276,2017
C5279,2020
C5281,2018
C5282,2015
C5283,2021
C5285,2017
C5286,2020
C5288,2022
C5289,2024
C5291,2017
C5292,2021
C5295,2022
C5296,2017
C5297,2021
C5298,2023
C5299,2017
C5300,2023
C5301,2021
C5302,2021
C5303,2017
C5304,2024
C5305,2019
C5307,2018
C5308,2019
C5310,2016
C5311,2017
C5313,2023
C5317,2017
C5318,2016
C5319,2015
C5320,2024
C5321,2024
C5322,2024
C5324,2022
C5326,2024
C5327,2015
C5328,2024
C5329,2024
C5330,2015
C5331,2015
C5333,2019
C5334,2024
C5336,2023
C5337,2024
C5338,2015
C5341,2023
C5342,2020
C5343,2023
C5345,2019
C5346,2017
C5347,2020
C5348,2024
C5350,2020
C5351,2021
C5352,2023
C5353,2023
C5354,2023
C5355,2015
C5356,2016
C5358,2020
C5360,2021
C5361,2015
C5364,2020
C5365,2016
C5367,2022
C5368,2015
C5369,2016
C5370,2024
C5371,2021
C5373,2022
C5375,2018
C5377,2024
C5378,2016
C5379,2015
C5380,2016
C5381,2021
C5383,2019
C5385,2016
C5386,2024
C5391,2019
C5392,2021
C5393,2023
C5394,2020
C5395,2021
C5396,2023
C5397,2024
C5398,2023
C5399,2024
C5402,2019
C5403,2024
C5404,2020
C5405,2016
C5406,2018
C5407,2023
C5411,2017
C5414,2022
C5415,2021
C5416,2020
C5418,2019
C5419,2019
C5420,2019
C5423,2021
C5425,2018
C5427,2020
C5428,2024
C5429,2016
C5430,2023
C5431,2023
C5433,2016
C5435,2019
C5436,2021
C5438,2016
C5440,2018
C5442,2021
C5443,2019
C5444,2021
C5446,2017
C5447,2020
C5449,2022
C5451,2017
C5452,2024
C5454,2015
C5455,2022
C5457,2017
C5460,2020
C5461,2017
C5464,2015
C5465,2019
C5466,2015
C5467,2018
C5468,2020
C5469,2017
C5470,2018
C5471,2015
C5472,2020
C5473,2020
C5474,2020
C5476,2024
C5477,2024
C5479,2019
C5481,2015
C5482,2015
C5483,2020
C5486,2017
C5487,2017
C5488,2015
C5490,2020
C5492,2017
C5494,2017
C5495,2022
C5498,2016
C5501,2017
C5502,2016
C5503,2022
C5504,2024
C5505,2019
C5506,2017
C5508,2021
C5509,2021
C5510,2024
C5511,2019
C5512,2021
C5514,2022
C5515,2019
C5516,2016
C5517,2020
C5519,2017
C5521,2024
C5522,2015
C5523,2020
C5524,2016
C5526,2023
C5527,2016
C5528,2024
C5529,2015
C5531,2018
C5532,2017
C5534,2023
C5535,2017
C5537,2015
C5538,2015
C5539,2018
C5540,2024
C5542,2016
C5544,2022
C5547,2022
C5548,2024
C5549,2016
C5551,2015
C5553,2018
C5554,2021
C5557,2022
C5558,2020
C5559,2022
C5560,2015
C5561,2024
C5563,2015
C5564,2018
C5565,2020
C5566,2018
C5567,2023
C5569,2023
C5571,2015
C5572,2015
C5574,2016
C5575,2021
C5577,2023
C5578,2024
C5579,2024
C5580,2020
C5581,2016
C5582,2016
C5583,2022
C5584,2019
C5585,2024
C5586,2017
C5588,2022
C5589,2015
C5590,2024
C5591,2016
C5592,2018
C5593,2020
C5594,2019
C5595,2018
C5596,2018
C5597,2016
C5598,2023
C5599,2024
C5601,2024
C5602,2015
C5605,2022
C5608,2021
C5611,2023
C5612,2020
C5614,2016
C5615,2020
C5616,2018
C5619,2024
C5620,2022
C5622,2024
C5623,2015
C5629,2016
C5631,2015
C5632,2021
C5633,2024
C5634,2019
C5635,2019
C5637,2022
C5638,2024
C5639,2022
C5642,2023
C5643,2023
C5644,2016
C5645,2020
C5646,2016
C5648,2015
C5649,2017
C5650,2023
C5651,2021
C5652,2021
C5653,2024
C5654,2021
C5655,2019
C5657,2020
C5658,2023
C5659,2024
C5662,2017
C5665,2023
C5667,2024
C5669,2018
C5670,2020
C5671,2019
C5672,2024
C5675,2017
C5676,2023
C5677,2024
C5678,2018
C5679,2022
C5680,2017
C5681,2017
C5682,2021
C5683,2018
C5685,2015
C5686,2017
C5687,2021
C5689,2016
C5690,2020
C5691,2017
C5692,2020
C5694,2016
C5695,2022
C5696,2015
C5697,2019
C5698,2022
C5699,2024
C5701,2021
C5703,2016
C5704,2021
C5706,2024
C5707,2017
C5708,2020
C5709,2019
C5710,2020
C5711,2022
C5713,2017
C5714,2016
C5715,2020
C5716,2015
C5717,2020
C5718,2016
C5719,2017
C5720,2019
C5721,2021
C5722,2018
C5723,2015
C5724,2020
C5726,2022
C5727,2022
C5728,2020
C5729,2020
C5731,2021
C5732,2021
C5733,2024
C5734,2017
C5735,2022
C5736,2016
C5737,2020
C5738,2021
C5739,2015
C5740,2023
C5742,2022
C5743,2022
C5745,2021
C5747,2023
C5748,2020
C5749,2024
C5750,2020
C5751,2018
C5752,2020
C5753,2019
C5754,2019
C5755,2018
C5756,2024
C5758,2018
C5759,2018
C5761,2015
C5762,2024
C5763,2019
C5764,2022
C5765,2020
C5766,2019
C5767,2019
C5768,2023
C5769,2022
C5771,2016
C5773,2015
C5775,2018
C5776,2017
C5777,2019
C5778,2024
C5779,2015
C5781,2021
C5783,2020
C5785,2020
C5786,2016
C5787,2021
C5788,2021
C5789,2023
C5790,2022
C5792,2024
C5793,2016
C5794,2015
C5797,2020
C5798,2022
C5799,2018
C5800,2019
C5801,2017
C5802,2020
C5803,2024
C5805,2021
C5807,2018
C5810,2021
C5811,2020
C5812,2024
C5813,2020
C5814,2015
C5815,2021
C5816,2023
C5817,2019
C5818,2024
C5819,2017
C5823,2021
C5824,2017
C5825,2018
C5826,2019
C5828,2022
C5830,2021
C5831,2024
C5833,2020
C5834,2016
C5836,2024
C5838,2024
C5839,2018
C5840,2017
C5848,2024
C5849,2016
C5850,2015
C5851,2020
C5853,2019
C5855,2016
C5857,2022
C5858,2023
C5859,2022
C5860,2019
C5861,2023
C5862,2018
C5863,2024
C5865,2016
C5866,2020
C5867,2020
C5868,2019
C5870,2019
C5871,2024
C5872,2022
C5873,2015
C5874,2017
C5876,2020
C5877,2022
C5878,2019
C5879,2016
C5880,2022
C5881,2019
C5882,2017
C5884,2016
C5885,2017
C5886,2021
C5887,2022
C5889,2024
C5890,2022
C5893,2022
C5894,2020
C5896,2016
C5897,2015
C5900,2022
C5902,2022
C5903,2015
C5904,2015
C5905,2017
C5906,2022
C5907,2024
C5909,2018
C5910,2023
C5911,2018
C5912,2018
C5915,2015
C5916,2019
C5917,2023
C5918,2024
C5920,2019
C5921,2017
C5922,2015
C5924,2019
C5925,2017
C5926,2020
C5927,2016
C5928,2019
C5929,2017
C5932,2023
C5935,2018
C5936,2019
C5938,2021
C5939,2020
C5940,2018
C5941,2015
C5942,2022
C5943,2024
C5944,2024
C5945,2018
C5948,2017
C5951,2015
C5952,2023
C5954,2017
C5956,2024
C5957,2019
C5958,2017
C5959,2018
C5961,2017
C5962,2019
C5963,2019
C5964,2024
C5965,2017
C5966,2018
C5967,2016
C5968,2018
C5969,2015
C5970,2022
C5972,2018
C5974,2015
C5975,2023
C5976,2016
C5977,2022
C5979,2024
C5980,2024
C5981,2018
C5983,2024
C5985,2018
C5987,2022
C5988,2023
C5989,2020
C5990,2021
C5991,2018
C5992,2018
C5996,2016
C5997,2017
C5998,2019
C5999,2022
CAG,
CAH,
CARR,
CAT,
CB,
CBOE,
CBRE,
CCI,
CCL,
CDNS,
CDW,
CE,
CEG,
CF,
CFG,
CHD,
CHRW,
CHTR,
CI,
CINF,
CL,
CLX,
CMA,
CMCSA,
CME,
CMG,
CMI,
CMS,
CNC,
CNP,
COF,
COO,
COP,
COR,
COST,
CPAY,
CPB,
CPRT,
CPT,
CRL,
CRM,
CSCO,
CSGP,
CSX,
CTAS,
CTLT,
CTRA,
CTSH,
CTVA,
CVS,
CVX,
CZR,
D,
DAL,
DAY,
DD,
DE,
DECK,
DFS,
DG,
DGX,
DHI,
DHR,
DIS,
DLR,
DLTR,
DOC,
DOV,
DOW,
DPZ,
DRI,
DTE,
DUK,
DVA,
DVN,
DXCM,
EA,
EBAY,
ECL,
ED,
EFX,
EG,
EIX,
EL,
ELV,
EMN,
EMR,
ENPH,
EOG,
EPAM,
EQIX,
EQR,
EQT,
ES,
ESS,
ETN,
ETR,
ETSY,
EVRG,
EW,
EXC,
EXPD,
EXPE,
EXR,
F,
FANG,
FAST,
FCX,
FDS,
FDX,
FE,
FFIV,
FI,
FICO,
FIS,
FITB,
FMC,
FOX,
FOXA,
FRT,
FSLR,
FTNT,
FTV,
GD,
GE,
GEHC,
GEN,
GEV,
GILD,
GIS,
GL,
GLW,
GM,
GNRC,
GOOG,
GOOGL,
GPC,
GPN,
GRMN,
GS,
GWW,
HAL,
HAS,
HBAN,
HCA,
HD,
HES,
HIG,
HII,
HLT,
HOLX,
HON,
HPE,
HPQ,
HRL,
HSIC,
HST,
HSY,
HUBB,
HUM,
HWM,
IBM,
ICE,
IDXX,
IEX,
IFF,
ILMN,
INCY,
INTC,
INTU,
INVH,
IP,
IPG,
IQV,
IR,
IRM,
ISRG,
IT,
ITW,
IVZ,
J,
JBHT,
JBL,
JCI,
JKHY,
JNJ,
JNPR,
JPM,
K,
KDP,
KEY,
KEYS,
KHC,
KIM,
KLAC,
KMB,
KMI,
KMX,
KO,
KR,
KVUE,
L,
LDOS,
LEN,
LH,
LHX,
LIN,
LKQ,
LLY,
LMT,
LNT,
LOW,
LRCX,
LULU,
LUV,
LVS,
LW,
LYB,
LYV,
MA,
MAA,
MAR,
MAS,
MCD,
MCHP,
MCK,
MCO,
MDLZ,
MDT,
MET,
META,
MGM,
MHK,
MKC,
MKTX,
MLM,
MMC,
MMM,
MNST,
MO,
MOH,
MOS,
MPC,
MPWR,
MRK,
MRNA,
MRO,
MS,
MSCI,
MSFT,2020
MSFT,2021
MSFT,2022
MSI,
MTB,
MTCH,
MTD,
MU,
NCLH,
NDAQ,
NDSN,
NEE,
NEM,
NFLX,
NI,
NKE,
NOC,
NOW,
NRG,
NSC,
NTAP,
NTRS,
NUE,
NVDA,
NVR,
NWS,
NWSA,
NXPI,
O,
ODFL,
OKE,
OMC,
ON,
ORCL,
ORLY,
OTIS,
OXY,
PANW,
PARA,
PAYC,
PAYX,
PCAR,
PCG,
PEG,
PEP,
PFE,
PFG,
PG,
PGR,
PH,
PHM,
PKG,
PLD,
PM,
PNC,
PNR,
PNW,
PODD,
POOL,
PPG,
PPL,
PRU,
PSA,
PSX,
PTC,
PWR,
PYPL,
QCOM,
QRVO,
RCL,
REG,
REGN,
RF,
RHI,
RJF,
RL,
RMD,
ROK,
ROL,
ROP,
ROST,
RSG,
RTX,
RVTY,
SBAC,
SBUX,
SCHW,
SHW,
SJM,
SLB,
SMCI,
SNA,
SNPS,
SO,
SOLV,
SPG,
SPGI,
SRE,
STE,
STLD,
STT,
STX,
STZ,
SWK,
SWKS,
SYF,
SYK,
SYY,
T,
TAP,
TDG,
TDY,
TECH,
TEL,
TER,
TFC,
TFX,
TGT,
TJX,
TMO,
TMUS,
TPR,
TRGP,
TRMB,
TROW,
TRV,
TSCO,
TSLA,2020
TSLA,2021
TSLA,2022
TSN,
TT,
TTWO,
TXN,
TXT,
TYL,
UAL,
UBER,
UDR,
UHS,
ULTA,
UNH,
UNP,
UPS,
URI,
USB,
V,
VICI,
VLO,
VLTO,
VMC,
VRSK,
VRSN,
VRTX,
VST,
VTR,
VTRS,
VZ,
WAB,
WAT,
WBA,
WBD,
WDC,
WEC,
WELL,
WFC,
WM,
WMB,
WMT,
WRB,
WRK,
WST,
WTW,
WY,
WYNN,
XEL,
XOM,
XYL,
YUM,
ZBH,
ZBRA,
ZTS,
a,2022
aacg,2022
aaci,2022
aadi,2022
aal,2022
aame,2022
aaoi,2022
aaon,2022
aap,2022
aapl,2022
aatc,2022
aaww,2022
abbv,2022
abc,2022
abcb,2022
abcl,2022
abeo,2022
abio,2022
abmd,2022
abnb,2022
abos,2022
absi,2022
abt,2022
abtx,2022
abus,2022
abvc,2022
acac,2022
acad,2022
accd,2022
acer,2022
acet,2022
acev,2022
acgl,2022
achc,2022
achl,2022
achv,2022
aciu,2022
aciw,2022
acls,2022
acmr,2022
acn,2022
acnb,2022
acor,2022
acrs,2022
acrx,2022
act,2022
actg,2022
acva,2022
acxp,2022
adag,2022
adap,2022
adbe,2022
ades,2022
adi,2022
